id,O3,PM10,PM25-3,PM25-2,PM25,WS_HR,ANS
id_700,28,17,13,13,15,1.3,17
id_701,26,25,13,15,17,0.7,23
id_702,26,30,15,17,23,0.9,20
id_703,26,37,17,23,20,1.5,15
id_704,26,26,23,20,15,0.7,12
id_705,25,29,20,15,12,0.7,9
id_706,24,24,15,12,9,0.5,6
id_707,23,22,12,9,6,0.9,4
id_708,21,20,9,6,4,1.5,4
id_709,20,20,6,4,4,1.2,6
id_710,18,20,4,4,6,1,6
id_711,21,18,4,6,6,1.3,7
id_712,24,12,6,6,7,1.4,8
id_713,24,7,6,7,8,1.4,8
id_714,24,10,7,8,8,1.5,13
id_715,23,11,8,8,13,1.2,4
id_716,22,17,8,13,4,1,12
id_717,23,8,13,4,12,0.8,7
id_718,25,12,4,12,7,1.8,7
id_719,25,6,12,7,7,1.3,1
id_720,26,6,7,7,1,0.9,0
id_721,28,3,7,1,0,1.1,0
id_722,28,5,1,0,0,0.9,1
id_723,24,9,0,0,1,1.2,4
id_724,26,5,0,1,4,1.5,6
id_725,24,10,1,4,6,1.2,4
id_726,25,14,4,6,4,1.4,1
id_727,28,17,6,4,1,1.2,6
id_728,25,20,4,1,6,0.9,9
id_729,32,19,1,6,9,2.3,9
id_730,38,27,6,9,9,2.8,6
id_731,37,33,9,9,6,0.7,14
id_732,31,31,9,6,14,0.9,14
id_733,26,41,6,14,14,0.9,78
id_734,27,63,14,14,78,0.8,45
id_735,23,65,14,78,45,1.1,37
id_736,23,48,78,45,37,1.1,13
id_737,20,9,45,37,13,0.7,12
id_738,18,7,37,13,12,0.7,5
id_739,15,12,13,12,5,0.5,11
id_740,15,20,12,5,11,0.7,8
id_741,15,20,5,11,8,1.5,8
id_742,12,22,11,8,8,0,4
id_743,9.4,23,8,8,4,0.3,10
id_744,9.4,28,8,4,10,0.6,10
id_745,14,19,4,10,10,0.6,5
id_746,13,11,10,10,5,0.5,1
id_747,22,1,10,5,1,1.2,3
id_748,26,1,5,1,3,2.5,4
id_749,21,2,1,3,4,0.7,1
id_750,27,5,3,4,1,0.6,0
id_751,32,5,4,1,0,0.5,4
id_752,34,10,1,0,4,1.4,10
id_753,34,12,0,4,10,0.5,10
id_754,36,12,4,10,10,1.4,17
id_755,36,16,10,10,17,1.1,14
id_756,35,20,10,17,14,0.8,19
id_757,34,29,17,14,19,0.9,11
id_758,30,17,14,19,11,1.2,16
id_759,30,9,19,11,16,0.9,21
id_760,30,4,11,16,21,0.6,21
id_761,30,4,16,21,21,1.2,21
id_762,32,9,21,21,21,1.1,19
id_763,32,10,21,21,19,1.1,19
id_764,32,10,21,19,19,0.5,11
id_765,34,12,19,19,11,0.7,6
id_766,35,8,19,11,6,2.2,1
id_767,35,10,11,6,1,1.4,1
id_768,35,2,6,1,1,0.7,10
id_769,33,4,1,1,10,0.9,16
id_770,34,9,1,10,16,0.9,19
id_771,32,9,10,16,19,1.5,7
id_772,28,6,16,19,7,1.6,4
id_773,28,2,19,7,4,1.3,6
id_774,26,9,7,4,6,0.4,16
id_775,26,9,4,6,16,0.5,13
id_776,28,23,6,16,13,1.6,9
id_777,31,27,16,13,9,0.7,6
id_778,29,37,13,9,6,1.4,14
id_779,29,36,9,6,14,1.2,18
id_780,31,32,6,14,18,2,17
id_781,28,22,14,18,17,1.4,14
id_782,26,14,18,17,14,0.8,18
id_783,25,12,17,14,18,0.5,22
id_784,26,20,14,18,22,0.4,32
id_785,26,23,18,22,32,0.5,31
id_786,27,28,22,32,31,0.5,29
id_787,28,32,32,31,29,0.8,25
id_788,30,25,31,29,25,0.5,26
id_789,33,22,29,25,26,0.8,17
id_790,35,10,25,26,17,1.4,7
id_791,36,7,26,17,7,1.2,1
id_792,34,1,17,7,1,0.7,1
id_793,35,2,7,1,1,1.1,2
id_794,34,1,1,1,2,1.1,5
id_795,31,1,1,2,5,0.9,6
id_796,26,3,2,5,6,0.6,8
id_797,22,6,5,6,8,0.7,3
id_798,22,12,6,8,3,0.5,5
id_799,20,22,8,3,5,0.7,17
id_800,18,31,3,5,17,0.9,19
id_801,19,27,5,17,19,1,22
id_802,22,25,17,19,22,1.4,10
id_803,22,18,19,22,10,0.7,19
id_804,21,30,22,10,19,1.9,19
id_805,29,43,10,19,19,0.8,19
id_806,21,56,19,19,19,0.5,17
id_807,7,48,19,19,17,0.6,19
id_808,23,37,19,17,19,1.2,26
id_809,31,24,17,19,26,1.2,26
id_810,9.4,28,19,26,26,0.6,37
id_811,1,27,26,26,37,1.3,38
id_812,0.4,47,26,37,38,2.9,46
id_813,5.2,45,37,38,46,0.4,38
id_814,3.6,51,38,46,38,0.4,34
id_815,8.4,42,46,38,34,0.3,27
id_816,3,50,38,34,27,0.8,21
id_817,7.3,43,34,27,21,0.5,25
id_818,9.1,34,27,21,25,1.3,25
id_819,11,27,21,25,25,0.8,23
id_820,6.8,25,25,25,23,1.3,21
id_821,13,33,25,23,21,0.4,21
id_822,12,42,23,21,21,1.1,22
id_823,22,45,21,21,22,1,23
id_824,28,52,21,22,23,0.8,26
id_825,45,45,22,23,26,1.2,30
id_826,55,45,23,26,30,1.5,42
id_827,55,50,26,30,42,2.6,49
id_828,45,67,30,42,49,2.3,52
id_829,29,82,42,49,52,1.4,51
id_830,25,78,49,52,51,0.7,50
id_831,17,77,52,51,50,0.6,48
id_832,15,72,51,50,48,1.2,51
id_833,16,67,50,48,51,0.8,49
id_834,20,69,48,51,49,1.3,52
id_835,6.6,73,51,49,52,0.4,46
id_836,3,82,49,52,46,0.5,42
id_837,10,78,52,46,42,1.9,39
id_838,18,70,46,42,39,1.1,29
id_839,45,68,42,39,29,2.5,35
id_840,35,58,39,29,35,1.4,32
id_841,31,69,29,35,32,2.1,38
id_842,30,55,35,32,38,2,23
id_843,22,52,32,38,23,1.4,21
id_844,18,34,38,23,21,1.7,13
id_845,14,35,23,21,13,0.8,19
id_846,36,48,21,13,19,2,14
id_847,46,49,13,19,14,3,14
id_848,53,49,19,14,14,2.5,9
id_849,57,48,14,14,9,2.1,21
id_850,69,56,14,9,21,2.1,21
id_851,71,67,9,21,21,2.6,34
id_852,67,62,21,21,34,2.7,31
id_853,49,58,21,34,31,2.9,33
id_854,46,59,34,31,33,1.6,25
id_855,31,55,31,33,25,1.9,25
id_856,25,61,33,25,25,1.8,24
id_857,22,50,25,25,24,1.9,34
id_858,19,49,25,24,34,1,48
id_859,41,58,24,34,48,1.3,62
id_860,50,81,34,48,62,0.9,65
id_861,38,94,48,62,65,1.6,61
id_862,37,90,62,65,61,2.2,57
id_863,42,81,65,61,57,1.9,46
id_864,26,69,61,57,46,0.6,27
id_865,29,49,57,46,27,1.6,14
id_866,20,41,46,27,14,1.4,5
id_867,17,34,27,14,5,1.9,4
id_868,11,33,14,5,4,1.4,11
id_869,13,42,5,4,11,0.6,21
id_870,37,55,4,11,21,2.2,36
id_871,58,60,11,21,36,3.5,35
id_872,66,57,21,36,35,3.3,54
id_873,69,74,36,35,54,2.8,54
id_874,50,98,35,54,54,2.6,59
id_875,40,100,54,54,59,1.3,47
id_876,30,79,54,59,47,2,49
id_877,9.8,65,59,47,49,0.6,43
id_878,17,60,47,49,43,1.1,35
id_879,13,40,49,43,35,1.5,18
id_880,15,22,43,35,18,1.2,9
id_881,17,5,35,18,9,1.1,0
id_882,18,5,18,9,0,2.4,0
id_883,20,7,9,0,0,2.9,1
id_884,21,4,0,0,1,1.8,2
id_885,24,13,0,1,2,1.3,2
id_886,26,13,1,2,2,2.7,0
id_887,25,21,2,2,0,1.3,0
id_888,26,12,2,0,0,1.6,0
id_889,26,8,0,0,0,1.4,5
id_890,27,8,0,0,5,0.9,5
id_891,25,15,0,5,5,1.2,10
id_892,26,15,5,5,10,2.3,10
id_893,24,14,5,10,10,1.4,10
id_894,23,10,10,10,10,2,6
id_895,21,17,10,10,6,1.4,0
id_896,19,10,10,6,0,1.1,0
id_897,21,10,6,0,0,2.1,0
id_898,20,14,0,0,0,0.4,0
id_899,20,7,0,0,0,0.6,0
id_900,21,11,0,0,0,0.4,0
id_901,23,7,0,0,0,1.3,0
id_902,23,6,0,0,0,0.4,7
id_903,22,4,0,0,7,0.5,7
id_904,25,5,0,7,7,1.5,9
id_905,27,5,7,7,9,0.4,7
id_906,27,9,7,9,7,0.5,12
id_907,29,10,9,7,12,0.4,23
id_908,31,19,7,12,23,0.2,27
id_909,32,14,12,23,27,1.4,25
id_910,33,26,23,27,25,1.3,16
id_911,32,25,27,25,16,1.4,12
id_912,33,33,25,16,12,1,10
id_913,30,22,16,12,10,0.6,9
id_914,30,18,12,10,9,0.6,12
id_915,26,12,10,9,12,1.1,11
id_916,20,21,9,12,11,1.1,16
id_917,31,25,12,11,16,0.3,14
id_918,36,28,11,16,14,0.3,20
id_919,40,35,16,14,20,1.1,18
id_920,45,35,14,20,18,0.3,9
id_921,51,30,20,18,9,0.3,6
id_922,56,32,18,9,6,1,12
id_923,59,38,9,6,12,0.7,12
id_924,56,38,6,12,12,1.4,32
id_925,53,59,12,12,32,0.9,32
id_926,44,75,12,32,32,0.9,40
id_927,41,80,32,32,40,0.9,27
id_928,38,77,32,40,27,0.7,41
id_929,42,61,40,27,41,2.4,35
id_930,39,62,27,41,35,0.9,38
id_931,39,60,41,35,38,1.6,34
id_932,17,60,4,9,18,1.1,32
id_933,24,75,9,18,32,1,37
id_934,37,75,18,32,37,2.5,34
id_935,42,70,32,37,34,2.5,30
id_936,45,70,37,34,30,3.1,40
id_937,50,70,34,30,40,3.6,39
id_938,54,71,30,40,39,3.4,35
id_939,55,68,40,39,35,2.8,30
id_940,48,72,39,35,30,2.8,31
id_941,33,55,35,30,31,2.1,35
id_942,38,56,30,31,35,1.9,33
id_943,48,51,31,35,33,1.2,37
id_944,41,69,35,33,37,0.2,43
id_945,27,56,33,37,43,0.8,47
id_946,23,58,37,43,47,0.6,51
id_947,17,52,43,47,51,0.9,51
id_948,24,69,47,51,51,0.4,62
id_949,28,91,51,51,62,1.8,61
id_950,19,100,51,62,61,0.8,47
id_951,29,78,62,61,47,1,21
id_952,32,40,61,47,21,1.6,2
id_953,32,14,47,21,2,0.7,0
id_954,31,7,21,2,0,0.4,2
id_955,30,5,2,0,2,1.9,2
id_956,29,0,0,2,2,2,2
id_957,28,0,2,2,2,1.7,1
id_958,28,2,2,2,1,1.4,1
id_959,28,7,2,1,1,1.1,4
id_960,31,13,1,1,4,0.7,7
id_961,28,18,1,4,7,0.4,9
id_962,30,17,4,7,9,1.6,8
id_963,30,24,7,9,8,2.3,5
id_964,27,28,9,8,5,1.3,11
id_965,24,27,8,5,11,1.4,15
id_966,25,20,5,11,15,1.6,16
id_967,22,20,11,15,16,1.5,16
id_968,22,29,15,16,16,1.6,14
id_969,22,26,16,16,14,0.8,11
id_970,23,23,16,14,11,1.5,3
id_971,29,14,14,11,3,0.8,0
id_972,33,11,11,3,0,2,2
id_973,37,17,3,0,2,0.7,3
id_974,42,24,0,2,3,1.6,3
id_975,42,29,2,3,3,2.8,0
id_976,39,14,3,3,0,2,1
id_977,35,5,3,0,1,0.5,1
id_978,36,5,0,1,1,0.8,7
id_979,35,12,1,1,7,1.1,10
id_980,35,20,1,7,10,1.7,18
id_981,33,18,7,10,18,0.9,25
id_982,30,23,10,18,25,1,32
id_983,27,26,18,25,32,2.5,35
id_984,33,31,25,32,35,1.2,24
id_985,38,27,32,35,24,2.1,11
id_986,39,24,35,24,11,0.7,9
id_987,40,39,24,11,9,1.4,19
id_988,35,39,11,9,19,0.9,23
id_989,27,51,9,19,23,1.7,22
id_990,26,37,19,23,22,0.5,18
id_991,27,42,23,22,18,0.7,18
id_992,26,29,22,18,18,0.8,13
id_993,22,25,18,18,13,0.6,13
id_994,19,31,18,13,13,0.3,21
id_995,14,33,13,13,21,0.6,24
id_996,8.9,40,13,21,24,1.1,26
id_997,5.3,40,21,24,26,1,19
id_998,12,50,24,26,19,0.8,20
id_999,10,56,26,19,20,0.6,20
id_1000,18,61,19,20,20,0.4,22
id_1001,15,60,20,20,22,1,26
id_1002,8.3,62,20,22,26,0.2,29
id_1003,6.5,60,22,26,29,0.7,37
id_1004,10,64,26,29,37,0.7,37
id_1005,12,78,29,37,37,1.3,39
id_1006,26,88,37,37,39,0.8,38
id_1007,37,96,37,39,38,1.9,41
id_1008,25,92,39,38,41,2.1,47
id_1009,36,90,38,41,47,1.1,52
id_1010,17,98,41,47,52,1.1,56
id_1011,22,96,47,52,56,1.9,60
id_1012,12,91,52,56,60,0.9,60
id_1013,3.5,100,56,60,60,1,59
id_1014,12,102,60,60,59,0.4,49
id_1015,11,104,60,59,49,0.4,32
id_1016,29,68,59,49,32,0.8,24
id_1017,23,54,49,32,24,0.5,21
id_1018,14,37,32,24,21,1.1,34
id_1019,2.4,42,24,21,34,0.9,28
id_1020,6.7,26,21,34,28,0.6,19
id_1021,12,13,34,28,19,0.9,9
id_1022,25,2,28,19,9,0.4,3
id_1023,31,4,19,9,3,2.1,2
id_1024,32,13,9,3,2,1.8,1
id_1025,30,20,3,2,1,1.8,5
id_1026,28,19,2,1,5,2.1,5
id_1027,27,9,1,5,5,2.7,6
id_1028,29,0,5,5,6,2.1,7
id_1029,29,10,5,6,7,1.4,7
id_1030,32,10,6,7,7,2,9
id_1031,36,10,7,7,9,0.9,3
id_1032,43,5,7,9,3,2.5,3
id_1033,47,12,9,3,3,0.8,2
id_1034,46,29,3,3,2,2,4
id_1035,45,38,3,2,4,0.5,5
id_1036,41,45,2,4,5,0.3,4
id_1037,31,41,4,5,4,0.9,10
id_1038,32,32,5,4,10,2,18
id_1039,34,20,4,10,18,2.3,17
id_1040,36,11,10,18,17,2.4,17
id_1041,37,11,18,17,17,2.2,9
id_1042,37,10,17,17,9,1.4,13
id_1043,34,12,17,9,13,1.2,5
id_1044,32,12,9,13,5,0.9,9
id_1045,31,15,13,5,9,0.8,2
id_1046,32,9,5,9,2,1.2,4
id_1047,33,4,9,2,4,1.5,0
id_1048,34,3,2,4,0,1.8,0
id_1049,31,6,4,0,0,1.5,0
id_1050,26,9,0,0,0,0.6,6
id_1051,26,10,0,0,6,0.7,8
id_1052,17,15,0,6,8,0.4,14
id_1053,16,30,6,8,14,0.8,16
id_1054,13,40,8,14,16,1,16
id_1055,13,40,14,16,16,0.1,24
id_1056,13,64,16,16,24,1.9,20
id_1057,15,63,16,24,20,2.1,24
id_1058,16,68,24,20,24,0.5,29
id_1059,19,42,20,24,29,1.5,41
id_1060,21,45,24,29,41,1.1,32
id_1061,12,47,29,41,32,1.1,23
id_1062,17,49,41,32,23,0.5,10
id_1063,17,28,32,23,10,1,6
id_1064,22,13,23,10,6,1.3,1
id_1065,26,4,10,6,1,1.3,0
id_1066,26,6,6,1,0,0.3,1
id_1067,30,9,1,0,1,0.6,4
id_1068,30,9,0,1,4,0.8,7
id_1069,31,6,1,4,7,0.4,10
id_1070,32,3,4,7,10,0.7,8
id_1071,32,3,7,10,8,0.7,5
id_1072,31,7,10,8,5,1,0
id_1073,32,6,8,5,0,0.9,0
id_1074,28,11,5,0,0,0.8,0
id_1075,20,10,0,0,0,0.7,0
id_1076,25,7,0,0,0,0.4,0
id_1077,29,6,0,0,0,0.5,0
id_1078,30,3,0,0,0,0.4,0
id_1079,32,7,0,0,0,2.1,13
id_1080,33,12,0,0,13,0.6,15
id_1081,36,21,0,13,15,2.6,21
id_1082,33,30,13,15,21,0.5,15
id_1083,28,33,15,21,15,0.4,18
id_1084,25,38,21,15,18,0.9,19
id_1085,26,36,15,18,19,1.6,20
id_1086,18,32,18,19,20,0.8,24
id_1087,6.3,35,19,20,24,0.8,17
id_1088,2.4,45,20,24,17,1.3,21
id_1089,4.2,52,24,17,21,0.5,21
id_1090,2.2,40,17,21,21,0.4,29
id_1091,2.1,39,21,21,29,0.2,23
id_1092,2.4,39,21,29,23,0.3,21
id_1093,4.7,58,29,23,21,0.4,20
id_1094,4.4,45,23,21,20,0.3,18
id_1095,3.3,39,21,20,18,1.3,26
id_1096,10,22,20,18,26,0.9,20
id_1097,16,25,18,26,20,2,21
id_1098,10,27,26,20,21,0.5,9
id_1099,6.1,43,20,21,9,2,8
id_1100,6.1,49,21,9,8,1.1,18
id_1101,9.9,57,9,8,18,1.5,28
id_1102,20,57,8,18,28,2.3,37
id_1103,32,59,18,28,37,1.7,21
id_1104,39,49,28,37,21,0.9,9
id_1105,43,31,37,21,9,0.7,2
id_1106,43,17,21,9,2,0.6,6
id_1107,40,15,9,2,6,0.6,11
id_1108,40,22,2,6,11,1.6,18
id_1109,34,27,6,11,18,1.4,18
id_1110,32,30,11,18,18,1.2,12
id_1111,27,20,18,18,12,1,2
id_1112,34,18,18,12,2,1.9,0
id_1113,26,11,12,2,0,0.5,0
id_1114,33,9,2,0,0,1.2,0
id_1115,34,10,0,0,0,1.6,4
id_1116,36,9,0,0,4,1.9,4
id_1117,36,21,0,4,4,1.1,6
id_1118,38,15,4,4,6,1.9,1
id_1119,38,12,4,6,1,1.2,1
id_1120,37,3,6,1,1,1.3,0
id_1121,36,4,1,1,0,2.1,0
id_1122,38,6,1,0,0,1.7,0
id_1123,39,5,0,0,0,1.7,0
id_1124,39,9,0,0,0,1.6,0
id_1125,40,9,0,0,0,2,0
id_1126,39,14,0,0,0,0.8,1
id_1127,39,15,0,0,1,1,9
id_1128,41,16,0,1,9,0.8,15
id_1129,39,11,1,9,15,0.4,13
id_1130,38,12,9,15,13,0.5,8
id_1131,37,9,15,13,8,0.5,6
id_1132,36,17,13,8,6,0.2,11
id_1133,35,16,8,6,11,0.6,14
id_1134,33,24,6,11,14,0.6,19
id_1135,34,19,11,14,19,1.3,14
id_1136,36,19,14,19,14,2.1,10
id_1137,34,16,19,14,10,1.2,6
id_1138,33,14,14,10,6,1.4,10
id_1139,33,10,10,6,10,1.1,9
id_1140,30,12,6,10,9,0.6,4
id_1141,25,10,10,9,4,0.3,4
id_1142,22,15,9,4,4,0.7,7
id_1143,21,10,4,4,7,0.7,7
id_1144,17,16,4,7,7,0.4,4
id_1145,11,17,7,7,4,0.5,1
id_1146,6.9,21,7,4,1,0.3,14
id_1147,3.1,24,4,1,14,0.2,24
id_1148,3.8,32,1,14,24,1.5,31
id_1149,4.3,41,14,24,31,2.4,31
id_1150,10,57,24,31,31,2.7,31
id_1151,30,57,31,31,31,3.6,33
id_1152,40,62,31,31,33,3.6,36
id_1153,45,65,31,33,36,2.8,51
id_1154,29,81,33,36,51,1.1,70
id_1155,33,112,36,51,70,1,86
id_1156,31,136,51,70,86,1.2,86
id_1157,28,155,70,86,86,0.3,74
id_1158,26,137,86,86,74,2.2,70
id_1159,18,140,86,74,70,1.5,77
id_1160,5.5,132,74,70,77,0.5,85
id_1161,18,130,70,77,85,1.2,78
id_1162,6.2,128,77,85,78,1.4,68
id_1163,2.7,124,85,78,68,0.2,62
id_1164,1.2,136,78,68,62,0.7,63
id_1165,4.7,119,68,62,63,0.7,64
id_1166,23,108,62,63,64,1.6,61
id_1167,25,90,63,64,61,1.2,57
id_1168,23,79,64,61,57,1.1,43
id_1169,23,50,61,57,43,0.4,34
id_1170,14,37,57,43,34,0.9,26
id_1171,9.7,36,43,34,26,0.7,26
id_1172,12,47,34,26,26,1.2,36
id_1173,15,61,26,26,36,0.6,53
id_1174,30,98,26,36,53,1.5,54
id_1175,30,108,36,53,54,2.1,59
id_1176,48,122,53,54,59,1.5,61
id_1177,53,102,54,59,61,2.3,69
id_1178,48,111,59,61,69,2.4,66
id_1179,38,112,61,69,66,0.9,66
id_1180,34,130,69,66,66,0.9,73
id_1181,24,146,66,66,73,1,71
id_1182,25,140,66,73,71,0.6,60
id_1183,30,116,73,71,60,1.3,44
id_1184,33,72,71,60,44,1.3,45
id_1185,8.5,70,60,44,45,0.8,44
id_1186,2.5,82,44,45,44,0.5,49
id_1187,2.5,106,45,44,49,0.6,46
id_1188,3.2,114,44,49,46,0.2,46
id_1189,9.3,111,49,46,46,0.2,37
id_1190,7.9,109,46,46,37,0.3,28
id_1191,3.6,98,46,37,28,0.5,32
id_1192,0.8,93,37,28,32,0.2,42
id_1193,1.4,85,28,32,42,0.1,42
id_1194,3.6,86,32,42,42,1.3,49
id_1195,2.6,92,42,42,49,1.5,57
id_1196,1.8,105,42,49,57,0.7,80
id_1197,9.5,117,49,57,80,0.9,93
id_1198,21,110,57,80,93,2.7,75
id_1199,37,106,80,93,75,2,54
id_1200,43,93,93,75,54,2.8,28
id_1201,46,83,75,54,28,3.1,31
id_1202,45,83,54,28,31,3.3,47
id_1203,57,93,28,31,47,2.7,69
id_1204,40,135,31,47,69,1.2,97
id_1205,1.8,157,47,69,97,1,98
id_1206,3.2,173,69,97,98,0.6,94
id_1207,4.7,165,97,98,94,0.7,85
id_1208,8.6,153,98,94,85,0.5,68
id_1209,23,113,94,85,68,2.1,49
id_1210,35,66,85,68,49,2.3,16
id_1211,39,32,68,49,16,3,6
id_1212,36,30,49,16,6,2,5
id_1213,30,31,16,6,5,1.5,18
id_1214,28,25,6,5,18,1.9,19
id_1215,40,12,5,18,19,1.5,14
id_1216,35,17,18,19,14,1.7,7
id_1217,30,29,19,14,7,0.8,7
id_1218,11,46,14,7,7,0.6,13
id_1219,18,39,7,7,13,0.7,7
id_1220,21,30,7,13,7,1.6,5
id_1221,21,17,13,7,5,1.5,3
id_1222,27,19,7,5,3,1.5,4
id_1223,20,13,5,3,4,1.3,7
id_1224,19,18,3,4,7,0.7,6
id_1225,20,11,4,7,6,0.4,6
id_1226,26,20,7,6,6,1.2,3
id_1227,29,14,6,6,3,2.4,1
id_1228,31,20,6,3,1,2.1,0
id_1229,31,13,3,1,0,2.8,0
id_1230,34,13,1,0,0,1.7,0
id_1231,37,10,0,0,0,2.3,5
id_1232,34,9,0,0,5,0.5,10
id_1233,34,18,0,5,10,0.3,10
id_1234,37,16,5,10,10,0.4,8
id_1235,31,27,10,10,8,0.6,7
id_1236,40,34,10,8,7,0.7,19
id_1237,39,48,8,7,19,0.5,23
id_1238,43,50,7,19,23,0.4,34
id_1239,45,45,19,23,34,0.4,34
id_1240,42,47,23,34,34,0.5,41
id_1241,43,46,34,34,41,0.8,39
id_1242,36,56,34,41,39,0.4,40
id_1243,39,67,41,39,40,1.2,48
id_1244,45,73,39,40,48,3.1,47
id_1245,44,68,40,48,47,0.7,44
id_1246,49,69,48,47,44,0.5,34
id_1247,54,78,47,44,34,0.2,40
id_1248,59,77,44,34,40,0.5,42
id_1249,65,64,34,40,42,0.8,48
id_1250,66,65,40,42,48,1.6,39
id_1251,65,73,42,48,39,0.2,37
id_1252,57,85,48,39,37,0.2,28
id_1253,51,87,39,37,28,0.7,36
id_1254,50,91,37,28,36,1.5,41
id_1255,47,95,28,36,41,1.2,36
id_1256,46,91,36,41,36,1.1,24
id_1257,45,83,41,36,24,1.4,19
id_1258,37,70,36,24,19,0.4,34
id_1259,33,67,24,19,34,0.3,36
id_1260,24,65,19,34,36,1,37
id_1261,21,60,34,36,37,1.2,37
id_1262,18,57,36,37,37,0.7,40
id_1263,20,60,37,37,40,0.7,47
id_1264,24,79,37,40,47,1.9,48
id_1265,48,96,40,47,48,2.5,62
id_1266,37,113,47,48,62,1.8,72
id_1267,37,123,48,62,72,1.9,76
id_1268,28,136,62,72,76,1.7,78
id_1269,41,155,72,76,78,3.2,70
id_1270,50,165,76,78,70,3.9,62
id_1271,65,169,78,70,62,4,49
id_1272,70,141,70,62,49,3.7,47
id_1273,79,120,62,49,47,2.9,52
id_1274,73,100,49,47,52,2.3,62
id_1275,57,114,47,52,62,1.3,59
id_1276,51,115,52,62,59,1.6,59
id_1277,47,118,62,59,59,1.3,61
id_1278,39,105,59,59,61,0.6,68
id_1279,27,107,59,61,68,0.8,69
id_1280,36,92,61,68,69,1.4,57
id_1281,37,79,68,69,57,1.3,49
id_1282,24,73,69,57,49,0.2,45
id_1283,14,80,57,49,45,0.1,58
id_1284,12,97,49,45,58,0.7,54
id_1285,10,92,45,58,54,1.8,52
id_1286,22,82,58,54,52,1.6,43
id_1287,31,69,54,52,43,1,39
id_1288,24,56,52,43,39,1.1,27
id_1289,21,61,43,39,27,0.4,27
id_1290,13,62,39,27,27,0.3,36
id_1291,5,77,27,27,36,0.3,56
id_1292,9.5,85,27,36,56,0.8,62
id_1293,17,105,36,56,62,0.3,65
id_1294,15,120,56,62,65,0.9,62
id_1295,16,136,62,65,62,0.9,70
id_1296,27,137,65,62,70,1.2,67
id_1297,30,129,62,70,67,1.7,67
id_1298,30,111,70,67,67,1.2,62
id_1299,34,101,67,67,62,1.4,61
id_1300,35,98,67,62,61,2.3,60
id_1301,48,103,62,61,60,1.8,54
id_1302,43,99,61,60,54,0.9,61
id_1303,27,94,60,54,61,0.9,61
id_1304,24,86,54,61,61,1.1,61
id_1305,26,80,61,61,61,1.6,47
id_1306,27,77,61,61,47,2.4,45
id_1307,29,70,61,47,45,1.9,27
id_1308,31,55,47,45,27,0.9,16
id_1309,30,41,45,27,16,1.8,8
id_1310,31,30,27,16,8,2.4,15
id_1311,27,33,16,8,15,2.6,21
id_1312,27,28,8,15,21,2.5,27
id_1313,22,37,15,21,27,2,25
id_1314,18,44,21,27,25,2.5,34
id_1315,19,59,27,25,34,1.7,34
id_1316,22,75,25,34,34,0.2,45
id_1317,46,83,34,34,45,0.9,55
id_1318,58,87,34,45,55,1.7,61
id_1319,67,89,45,55,61,1.2,70
id_1320,73,105,55,61,70,1.2,76
id_1321,86,110,61,70,76,1.6,71
id_1322,86,115,70,76,71,2.7,56
id_1323,75,97,76,71,56,2.9,43
id_1324,71,108,71,56,43,2.2,51
id_1325,53,104,56,43,51,1.8,51
id_1326,30,112,43,51,51,0.5,52
id_1327,26,97,51,51,52,2.7,45
id_1328,26,95,51,52,45,2.1,48
id_1329,32,86,52,45,48,2.4,40
id_1330,34,83,45,48,40,2.3,34
id_1331,37,64,48,40,34,2.1,26
id_1332,36,61,40,34,26,2.1,25
id_1333,40,50,34,26,25,2.1,21
id_1334,39,52,26,25,21,2.1,16
id_1335,35,41,25,21,16,1.9,19
id_1336,32,34,21,16,19,2,18
id_1337,30,31,16,19,18,2,16
id_1338,26,35,19,18,16,2,4
id_1339,18,45,18,16,4,1.1,13
id_1340,13,53,16,4,13,0.4,29
id_1341,47,69,4,13,29,0.9,49
id_1342,36,76,13,29,49,1.5,49
id_1343,27,76,29,49,49,1.8,57
id_1344,45,87,49,49,57,2.6,51
id_1345,53,62,49,57,51,2.6,44
id_1346,53,80,57,51,44,2.3,42
id_1347,56,74,51,44,42,1.7,48
id_1348,51,89,44,42,48,0.8,50
id_1349,45,70,42,48,50,0.7,44
id_1350,41,68,48,50,44,1.6,40
id_1351,37,65,50,44,40,1.5,45
id_1352,28,78,44,40,45,0.7,44
id_1353,32,73,40,45,44,1,43
id_1354,29,68,45,44,43,1.6,34
id_1355,36,55,44,43,34,2,40
id_1356,29,52,43,34,40,0.7,44
id_1357,23,58,34,40,44,1.3,46
id_1358,17,58,40,44,46,1.4,44
id_1359,17,69,44,46,44,1.5,43
id_1360,9.7,68,46,44,43,1.5,51
id_1361,13,75,44,43,51,1.7,53
id_1362,16,76,43,51,53,1.7,50
id_1363,9.2,80,51,53,50,0.9,51
id_1364,13,93,53,50,51,0.6,57
id_1365,30,107,50,51,57,0.2,71
id_1366,52,121,51,57,71,1.5,64
id_1367,63,126,57,71,64,2.4,62
id_1368,73,114,71,64,62,2.8,51
id_1369,72,109,64,62,51,2.5,52
id_1370,57,95,62,51,52,2.7,47
id_1371,51,98,51,52,47,3.4,53
id_1372,48,88,52,47,53,3.4,59
id_1373,40,85,47,53,59,2,73
id_1374,45,96,53,59,73,1.4,74
id_1375,31,105,59,73,74,2,83
id_1376,30,131,73,74,83,2.7,82
id_1377,32,144,74,83,82,3,70
